gene_id	transcript_id	gene_name	gene_length	CDS
ENSG00000139112.11	ENST00000541960.5	GABARAPL1	3214	25-336
ENSG00000134539.17	ENST00000336164.9	KLRD1	15563	209-748
ENSG00000213809.9	ENST00000240618.11	KLRK1	1576	165-815
ENSG00000255819.7	ENST00000543572.6	KLRC4-KLRK1	1750	1-114
ENSG00000183542.5	ENST00000309384.2	KLRC4	930	183-659
ENSG00000255641.1	ENST00000539033.1	AC068775.1	998	16-738
ENSG00000205810.9	ENST00000396439.7	KLRC3	1025	46-768
ENSG00000205809.9	ENST00000381902.6	KLRC2	1221	8-703
ENSG00000134545.14	ENST00000544822.2	KLRC1	1600	389-1090
ENSG00000180574.3	ENST00000322446.3	EIF2S3B	2142	302-1702
ENSG00000111196.10	ENST00000320756.7	MAGOHB	2606	78-524
ENSG00000060140.9	ENST00000075503.8	STYK1	2771	282-1550
ENSG00000060138.13	ENST00000228251.9	YBX3	1931	213-1331
ENSG00000121377.2	ENST00000240687.2	TAS2R7	1096	58-1014
ENSG00000121314.2	ENST00000240615.2	TAS2R8	1243	314-1243
ENSG00000121381.4	ENST00000240691.4	TAS2R9	1075	94-1032
ENSG00000231887.7	ENST00000539853.5	PRH1	837	297-824
ENSG00000121318.2	ENST00000240619.2	TAS2R10	1042	90-1013
ENSG00000111215.12	ENST00000228811.8	PRR4	563	39-443
ENSG00000275778.2	ENST00000536668.2	AC018630.2	1618	342-1139
ENSG00000212128.2	ENST00000390677.2	TAS2R13	1637	265-1176
ENSG00000134551.13	ENST00000396400.4	PRH2	3177	39-539
ENSG00000212127.6	ENST00000537503.2	TAS2R14	1854	57-1010
ENSG00000212126.3	ENST00000506868.1	TAS2R50	1000	53-952
ENSG00000255837.1	ENST00000538986.1	TAS2R20	1381	1-930
ENSG00000212124.2	ENST00000390673.2	TAS2R19	1002	50-949
ENSG00000256436.1	ENST00000390675.2	TAS2R31	1021	73-1002
ENSG00000226761.3	ENST00000533467.1	TAS2R46	930	1-930
ENSG00000255374.3	ENST00000531678.1	TAS2R43	1027	85-1014
ENSG00000256188.3	ENST00000539585.1	TAS2R30	1687	401-1360
ENSG00000256537.5	ENST00000622602.2	SMIM10L1	4823	164-370
ENSG00000186136.1	ENST00000334266.1	TAS2R42	945	1-945
ENSG00000197870.12	ENST00000538488.2	PRB3	1283	137-1192
ENSG00000230657.8	ENST00000279575.7	PRB4	923	39-782
ENSG00000251655.6	ENST00000240636.10	PRB1	1173	38-493
ENSG00000121335.12	ENST00000389362.6	PRB2	1431	39-1289
ENSG00000139083.11	ENST00000396373.9	ETV6	6144	455-1813
ENSG00000121380.12	ENST00000266434.8	BCL2L14	2039	196-954
ENSG00000070018.9	ENST00000261349.9	LRP6	10252	310-5151
ENSG00000111261.14	ENST00000535902.6	MANSC1	5532	266-1561
ENSG00000165714.11	ENST00000314565.9	BORCS5	6422	375-965
ENSG00000111266.9	ENST00000298573.9	DUSP16	6661	1113-3110
ENSG00000111269.3	ENST00000228865.3	CREBL2	3770	298-660
ENSG00000183150.8	ENST00000651487.1	GPR19	1910	352-1599
ENSG00000111276.11	ENST00000228872.9	CDKN1B	2411	473-1069
ENSG00000178878.13	ENST00000326765.10	APOLD1	4724	71-910
ENSG00000213782.7	ENST00000358007.7	DDX47	1817	23-1390
ENSG00000013588.9	ENST00000014914.6	GPRC5A	6582	111-1184
ENSG00000111291.8	ENST00000228887.5	GPRC5D	1038	1-1038
ENSG00000013583.10	ENST00000536942.1	HEBP1	2056	152-553
ENSG00000084444.14	ENST00000197268.13	FAM234B	4711	24-1892
ENSG00000111305.19	ENST00000651961.1	GSG1	2613	156-1244
ENSG00000134531.10	ENST00000256951.10	EMP1	5913	190-663
ENSG00000273079.6	ENST00000609686.4	GRIN2B	30609	709-5163
ENSG00000171681.12	ENST00000261168.8	ATF7IP	8878	204-4016
ENSG00000121316.11	ENST00000240617.10	PLBD1	1960	188-1849
ENSG00000070019.5	ENST00000261170.5	GUCY2C	3858	152-3373
ENSG00000197837.3	ENST00000358064.3	H4-16	1918	48-359
ENSG00000246705.4	ENST00000501744.2	H2AJ	3107	1-279
ENSG00000084463.8	ENST00000261167.7	WBP11	4581	173-2098
ENSG00000182993.5	ENST00000330828.3	C12orf60	1586	107-844
ENSG00000179256.2	ENST00000316048.2	SMCO3	2104	74-751
ENSG00000111339.12	ENST00000228936.6	ART4	5160	414-1358
ENSG00000111341.10	ENST00000539261.6	MGP	1650	64-375
ENSG00000139055.7	ENST00000266397.7	ERP27	1547	30-851
ENSG00000111348.9	ENST00000228945.9	ARHGDIB	1174	78-683
ENSG00000139053.3	ENST00000266395.3	PDE6H	727	87-338
ENSG00000134533.6	ENST00000256953.6	RERG	2264	338-937
ENSG00000151490.15	ENST00000674388.1	PTPRO	7814	495-1712
ENSG00000151491.14	ENST00000642278.1	EPS8	5016	1580-4048
ENSG00000023734.11	ENST00000419869.7	STRAP	1874	322-1374
ENSG00000023697.13	ENST00000428559.7	DERA	1644	53-1009
ENSG00000188991.3	ENST00000344941.3	SLC15A5	2923	1-1740
ENSG00000008394.13	ENST00000535309.5	MGST1	1331	40-303
ENSG00000048540.15	ENST00000261169.10	LMO3	3810	491-961
ENSG00000111404.6	ENST00000229002.6	RERGL	1147	208-825
ENSG00000139144.11	ENST00000676171.1	PIK3C2G	5013	167-4627
ENSG00000139151.16	ENST00000648272.1	PLCZ1	2320	308-2257
ENSG00000177938.5	ENST00000317658.5	CAPZA3	1070	151-1050
ENSG00000052126.14	ENST00000538714.5	PLEKHA5	6487	5-3529
ENSG00000139154.16	ENST00000266508.14	AEBP2	5830	209-1720
ENSG00000172572.7	ENST00000359062.4	PDE3A	12486	749-4174
ENSG00000139155.9	ENST00000266509.7	SLCO1C1	3498	502-2640
ENSG00000111700.13	ENST00000381545.8	SLCO1B3	3013	241-2349
ENSG00000257046.5	ENST00000540229.1	SLCO1B3-SLCO1B7	2451	66-2312
ENSG00000257062.6	ENST00000590779.5	AC022335.1	600	1-236
ENSG00000134538.3	ENST00000256958.3	SLCO1B1	2787	105-2180
ENSG00000084453.16	ENST00000307378.10	SLCO1A2	7682	722-2734
ENSG00000121351.8	ENST00000542023.1	IAPP	2015	102-341
ENSG00000121350.16	ENST00000240651.14	PYROXD1	4075	77-1579
ENSG00000004700.16	ENST00000444129.7	RECQL	3745	512-2461
ENSG00000111711.10	ENST00000229314.10	GOLT1B	3253	136-552
ENSG00000134548.11	ENST00000256969.7	SPX	2280	178-528
ENSG00000111713.3	ENST00000261195.3	GYS2	3214	256-2367
ENSG00000285854.1	ENST00000647960.1	AC010197.2	3765	55-900
ENSG00000111716.14	ENST00000396076.5	LDHB	1538	334-1338
ENSG00000121361.5	ENST00000665145.1	KCNJ8	2336	323-1597
ENSG00000069431.11	ENST00000261200.8	ABCC9	8293	1-4650
ENSG00000111726.13	ENST00000229329.7	CMAS	1748	87-1391
ENSG00000111728.10	ENST00000396037.8	ST8SIA1	9714	483-1553
ENSG00000111731.12	ENST00000333957.8	C2CD5	4436	257-3259
ENSG00000139163.16	ENST00000266517.9	ETNK1	7063	261-1352
ENSG00000134532.19	ENST00000451604.7	SOX5	7076	70-2361
ENSG00000060982.15	ENST00000261192.12	BCAT1	9314	170-1330
ENSG00000118308.15	ENST00000636465.1	IRAG2	4540	1-4365
ENSG00000118307.20	ENST00000395987.8	CASC1	2510	83-2251
ENSG00000205707.11	ENST00000557540.7	ETFRF1	1259	164-436
ENSG00000133703.13	ENST00000256078.10	KRAS	5430	191-760
ENSG00000152936.10	ENST00000539744.5	LMNTD1	1729	481-1356
ENSG00000123094.15	ENST00000405154.6	RASSF8	5510	200-1459
ENSG00000123095.6	ENST00000242728.5	BHLHE41	3743	259-1707
ENSG00000123096.12	ENST00000242729.7	SSPN	4533	101-832
ENSG00000123104.12	ENST00000381340.8	ITPR2	12564	414-8519
ENSG00000064102.15	ENST00000261191.12	INTS13	2634	198-2318
ENSG00000111790.14	ENST00000229395.8	FGFR1OP2	2932	256-1017
ENSG00000064115.11	ENST00000343028.9	TM7SF3	4315	217-1929
ENSG00000152944.9	ENST00000282892.4	MED21	2669	23-457
ENSG00000214700.5	ENST00000429849.2	C12orf71	957	32-841
ENSG00000211455.8	ENST00000389032.8	STK38L	4957	59-1453
ENSG00000029153.14	ENST00000544915.5	ARNTL2	6785	220-2028
ENSG00000165935.9	ENST00000416383.5	SMCO2	1272	177-1208
ENSG00000110841.14	ENST00000318304.12	PPFIBP1	6001	284-3319
ENSG00000174236.4	ENST00000310791.4	REP15	1150	117-827
ENSG00000061794.13	ENST00000081029.8	MRPS35	1829	13-984
ENSG00000205693.4	ENST00000381273.4	MANSC4	1667	334-1356
ENSG00000087448.11	ENST00000381271.7	KLHL42	6490	99-1616
ENSG00000087494.16	ENST00000535992.5	PTHLH	1891	348-875
ENSG00000123106.10	ENST00000545336.5	CCDC91	2738	420-1745
ENSG00000064763.11	ENST00000536681.8	FAR2	3538	169-1716
ENSG00000087502.18	ENST00000360150.9	ERGIC2	5033	96-1229
ENSG00000187950.8	ENST00000318184.9	OVCH1	3405	1-3405
ENSG00000133687.16	ENST00000539277.6	TMTC1	8846	192-2840
ENSG00000133704.10	ENST00000256079.9	IPO8	5208	223-3336
ENSG00000110888.17	ENST00000537553.5	CAPRIN2	6543	1-523
ENSG00000110900.16	ENST00000261177.10	TSPAN11	5508	60-821
ENSG00000013573.17	ENST00000435753.6	DDX11	4182	221-1087
ENSG00000139146.14	ENST00000337682.9	SINHCAF	2941	148-813
ENSG00000170456.16	ENST00000389082.10	DENND5B	9506	305-4129
ENSG00000139160.13	ENST00000357721.3	ETFBKMT	6128	216-1004
ENSG00000151743.11	ENST00000281471.11	AMN1	1952	14-790
ENSG00000188375.5	ENST00000340398.5	H3-5	1114	133-540
ENSG00000174718.12	ENST00000312561.9	RESF1	6234	419-5662
ENSG00000151746.15	ENST00000652176.1	BICD1	9419	486-3413
ENSG00000139132.14	ENST00000427716.6	FGD4	8242	425-2725
ENSG00000087470.18	ENST00000549701.6	DNM1L	4514	64-2274
ENSG00000139131.13	ENST00000324868.13	YARS2	2117	24-1457
ENSG00000057294.15	ENST00000070846.10	PKP2	4241	26-2671
ENSG00000110975.8	ENST00000228567.7	SYT10	4461	298-1869
ENSG00000139133.7	ENST00000266483.7	ALG10	2913	105-1526
ENSG00000175548.9	ENST00000308742.9	ALG10B	10050	121-1542
ENSG00000139117.14	ENST00000331366.10	CPNE8	3431	58-1752
ENSG00000139116.19	ENST00000361961.7	KIF21A	6601	421-5406
ENSG00000173208.4	ENST00000308666.4	ABCD2	6290	189-2411
ENSG00000180116.15	ENST00000468200.2	C12orf40	3061	212-1396
ENSG00000151229.13	ENST00000280871.9	SLC2A13	7221	274-2220
ENSG00000188906.16	ENST00000298910.12	LRRK2	9239	136-7719
ENSG00000205592.15	ENST00000676020.1	MUC19	1714	54-1714
ENSG00000018236.15	ENST00000551295.7	CNTN1	5667	231-3287
ENSG00000165966.16	ENST00000402685.7	PDZRN4	4102	137-3247
ENSG00000151233.11	ENST00000398675.8	GXYLT1	7492	229-1551
ENSG00000015153.15	ENST00000555248.2	YAF2	5095	170-523
ENSG00000134283.18	ENST00000432191.6	PPHLN1	3377	73-1377
ENSG00000139168.8	ENST00000266529.8	ZCRB1	1808	174-827
ENSG00000139174.12	ENST00000345127.9	PRICKLE1	5878	331-2826
ENSG00000173157.17	ENST00000389420.8	ADAMTS20	6358	283-6015
ENSG00000129317.14	ENST00000344862.9	PUS7L	13593	105-2210
ENSG00000198001.14	ENST00000613694.5	IRAK4	4284	76-1458
ENSG00000151239.14	ENST00000547459.5	TWF1	3320	18-377
ENSG00000139173.10	ENST00000266534.8	TMEM117	2775	145-1689
ENSG00000184613.11	ENST00000429094.7	NELL2	3553	447-2897
ENSG00000185610.6	ENST00000332700.6	DBX2	2806	173-1192
ENSG00000177119.16	ENST00000320560.13	ANO6	5998	228-2960
ENSG00000189079.17	ENST00000334344.11	ARID2	8598	132-5639
ENSG00000139218.18	ENST00000369367.8	SCAF11	7552	244-4635
ENSG00000111371.16	ENST00000398637.10	SLC38A1	8097	727-2190
ENSG00000134294.14	ENST00000256689.10	SLC38A2	4795	352-1872
ENSG00000139209.16	ENST00000266579.9	SLC38A4	3983	400-2043
ENSG00000139211.6	ENST00000266581.4	AMIGO2	3763	468-2036
ENSG00000179715.13	ENST00000546455.6	PCED1B	2310	714-2012
ENSG00000005175.10	ENST00000005386.8	RPAP3	4339	86-2083
ENSG00000111405.9	ENST00000422538.8	ENDOU	2378	78-1310
ENSG00000079337.16	ENST00000449771.7	RAPGEF3	6300	325-3096
ENSG00000211584.14	ENST00000442218.3	SLC48A1	2978	68-508
ENSG00000061273.18	ENST00000080059.12	HDAC7	4213	119-3094
ENSG00000111424.12	ENST00000395324.6	VDR	4762	270-1553
ENSG00000134291.12	ENST00000429772.7	TMEM106C	1539	138-890
ENSG00000139219.19	ENST00000380518.8	COL2A1	5059	156-4619
ENSG00000079387.14	ENST00000552189.5	SENP1	4967	478-870
ENSG00000152556.17	ENST00000547581.5	PFKM	3579	42-572
ENSG00000177981.11	ENST00000536549.5	ASB8	2610	167-1033
ENSG00000177875.5	ENST00000316554.5	CCDC184	2283	480-1064
ENSG00000172640.3	ENST00000310248.3	OR10AD1	1305	96-1049
ENSG00000187166.1	ENST00000335017.1	H1-7	1300	313-1080
ENSG00000167528.13	ENST00000544117.6	ZNF641	7819	710-2026
ENSG00000139223.4	ENST00000266594.4	ANP32D	1064	107-502
ENSG00000177627.11	ENST00000548364.7	C12orf54	904	137-520
ENSG00000284723.1	ENST00000310194.1	OR8S1	1080	1-1080
ENSG00000198678.5	ENST00000328207.6	OR5BS1P	936	1-936
ENSG00000167531.6	ENST00000549817.1	LALBA	1243	47-418
ENSG00000139620.13	ENST00000550347.5	KANSL2	2714	45-2072
ENSG00000129315.11	ENST00000618666.4	CCNT1	6915	324-878
ENSG00000257987.6	ENST00000548054.2	TEX49	635	25-165
ENSG00000174233.11	ENST00000307885.4	ADCY6	6464	696-4202
ENSG00000167535.8	ENST00000301050.7	CACNB3	2931	435-1889
ENSG00000174243.10	ENST00000308025.8	DDX23	3256	81-2543
ENSG00000172602.11	ENST00000309739.6	RND1	1653	104-802
ENSG00000272822.2	ENST00000398092.4	AC073610.2	939	150-782
ENSG00000139537.11	ENST00000266984.9	CCDC65	2084	228-1721
ENSG00000134285.11	ENST00000552878.5	FKBP11	1052	84-632
ENSG00000134287.10	ENST00000256682.9	ARF3	4041	272-817
ENSG00000169884.14	ENST00000301061.9	WNT10B	2246	322-1491
ENSG00000125084.12	ENST00000293549.4	WNT1	2422	330-1442
ENSG00000181418.8	ENST00000421952.3	DDN	3815	89-2224
ENSG00000181929.13	ENST00000316299.9	PRKAG1	1683	40-1062
ENSG00000167548.16	ENST00000301067.12	KMT2D	20635	1220-17833
ENSG00000167550.11	ENST00000550797.1	RHEBL1	1261	241-447
ENSG00000139549.4	ENST00000649637.2	DHH	4683	290-1480
ENSG00000139636.15	ENST00000267102.12	LMBR1L	2934	344-1813
ENSG00000123416.15	ENST00000547765.5	TUBA1B	1875	96-245
ENSG00000167552.14	ENST00000295766.9	TUBA1A	1887	481-1836
ENSG00000167553.16	ENST00000301072.11	TUBA1C	2823	101-1450
ENSG00000135406.14	ENST00000257860.9	PRPH	1800	55-1467
ENSG00000135451.13	ENST00000551245.5	TROAP	2771	112-2718
ENSG00000186897.5	ENST00000334221.5	C1QL4	2073	712-1428
ENSG00000178401.16	ENST00000549441.7	DNAJC22	4447	1234-2259
ENSG00000123352.18	ENST00000553127.5	SPATS2	3320	514-2151
ENSG00000135519.8	ENST00000257981.7	KCNH3	4023	388-3639
ENSG00000187778.14	ENST00000343810.9	MCRS1	1938	206-1594
ENSG00000110844.13	ENST00000261897.5	PRPF40B	3602	552-3128
ENSG00000135436.8	ENST00000533372.1	FAM186B	3088	151-324
ENSG00000161791.14	ENST00000335154.10	FMNL3	12625	226-3309
ENSG00000139644.13	ENST00000423828.5	TMBIM6	3254	329-1216
ENSG00000167566.17	ENST00000335999.7	NCKAP5L	4882	191-4195
ENSG00000186666.6	ENST00000333924.6	BCDIN3D	3226	20-898
ENSG00000135472.9	ENST00000320634.8	FAIM2	4667	109-1059
ENSG00000167580.8	ENST00000199280.4	AQP2	4180	95-910
ENSG00000161798.7	ENST00000293599.7	AQP5	1449	147-944
ENSG00000086159.13	ENST00000315520.10	AQP6	2544	228-1076
ENSG00000161800.13	ENST00000427314.6	RACGAP1	3229	225-2123
ENSG00000110881.12	ENST00000228468.8	ASIC1	4072	386-2110
ENSG00000066117.15	ENST00000394963.9	SMARCD1	3283	29-1576
ENSG00000167588.13	ENST00000301149.8	GPD1	2887	44-1093
ENSG00000178449.9	ENST00000317943.6	COX14	708	301-474
ENSG00000139624.14	ENST00000380189.8	CERS5	2998	24-611
ENSG00000050405.13	ENST00000547825.5	LIMA1	3920	1271-2644
ENSG00000185958.10	ENST00000543111.5	FAM186A	8200	139-7185
ENSG00000161813.22	ENST00000398473.7	LARP4	6441	127-2301
ENSG00000066084.13	ENST00000301180.10	DIP2B	8705	157-4887
ENSG00000123268.9	ENST00000262053.8	ATF1	2412	214-1029
ENSG00000186452.11	ENST00000551456.5	TMPRSS12	3336	46-1008
ENSG00000185432.12	ENST00000548553.1	METTL7A	4076	982-1716
ENSG00000214511.3	ENST00000398455.3	HIGD1C	371	78-371
ENSG00000110911.16	ENST00000394904.8	SLC11A2	4348	243-2015
ENSG00000050426.16	ENST00000418425.6	LETMD1	2123	20-1141
ENSG00000110925.7	ENST00000228515.6	CSRNP2	4517	345-1976
ENSG00000135457.10	ENST00000257915.10	TFCP2	3807	714-2222
ENSG00000184271.17	ENST00000636728.1	POU6F1	5157	100-846
ENSG00000183283.16	ENST00000449723.7	DAZAP2	2098	185-625
ENSG00000170545.17	ENST00000603798.6	SMAGP	1875	199-492
ENSG00000110934.13	ENST00000615107.6	BIN2	2231	73-1770
ENSG00000139610.2	ENST00000293636.2	CELA1	953	42-818
ENSG00000139629.16	ENST00000356317.8	GALNT6	5307	312-2180
ENSG00000050438.17	ENST00000453097.7	SLC4A8	11764	158-3439
ENSG00000196876.18	ENST00000354534.11	SCN8A	11559	182-6124
ENSG00000284730.1	ENST00000642069.1	TMDD1	987	34-987
ENSG00000261308.2	ENST00000618634.2	FIGNL2	4812	239-2200
ENSG00000167612.13	ENST00000301190.11	ANKRD33	1865	85-1443
ENSG00000139567.13	ENST00000388922.9	ACVRL1	4177	198-1709
ENSG00000135503.13	ENST00000257963.9	ACVR1B	4531	46-1563
ENSG00000161835.11	ENST00000293662.9	TAMALIN	1952	75-1262
ENSG00000123358.20	ENST00000545748.5	NR4A1	3511	996-2954
ENSG00000123395.14	ENST00000336854.8	ATG101	1439	479-1135
ENSG00000284791.2	ENST00000546390.2	SMIM41	1430	77-358
ENSG00000167767.14	ENST00000313234.9	KRT80	3894	99-1367
ENSG00000135480.16	ENST00000331817.6	KRT7	1625	55-1464
ENSG00000170442.12	ENST00000423955.7	KRT86	2247	209-1669
ENSG00000205426.10	ENST00000327741.9	KRT81	1929	70-1587
ENSG00000170523.3	ENST00000293670.3	KRT83	1875	64-1545
ENSG00000135443.8	ENST00000257901.7	KRT85	2447	77-1600
ENSG00000161849.3	ENST00000257951.3	KRT84	2092	68-1870
ENSG00000161850.3	ENST00000257974.3	KRT82	2644	59-1600
ENSG00000170454.6	ENST00000252245.6	KRT75	2170	68-1723
ENSG00000185479.6	ENST00000252252.4	KRT6B	2302	69-1763
ENSG00000170465.10	ENST00000252250.7	KRT6C	2309	69-1763
ENSG00000205420.11	ENST00000330722.7	KRT6A	2308	70-1764
ENSG00000186081.12	ENST00000252242.9	KRT5	2238	99-1871
ENSG00000139648.7	ENST00000267119.6	KRT71	2263	69-1640
ENSG00000170484.10	ENST00000549343.5	KRT74	2858	40-1671
ENSG00000170486.11	ENST00000293745.7	KRT72	1940	12-1547
ENSG00000186049.8	ENST00000305748.7	KRT73	2284	36-1658
ENSG00000172867.4	ENST00000309680.4	KRT2	2450	70-1989
ENSG00000167768.4	ENST00000252244.3	KRT1	2451	60-1994
ENSG00000189182.10	ENST00000341809.8	KRT77	3366	91-1827
ENSG00000185069.2	ENST00000332411.2	KRT76	2529	55-1971
ENSG00000186442.7	ENST00000417996.2	KRT3	2319	76-1962
ENSG00000170477.13	ENST00000551956.2	KRT4	2141	59-1621
ENSG00000185640.6	ENST00000330553.6	KRT79	2123	52-1659
ENSG00000170423.13	ENST00000304620.5	KRT78	2933	65-1627
ENSG00000170421.12	ENST00000619952.2	KRT8	2437	149-247
ENSG00000111057.11	ENST00000550600.5	KRT18	1696	55-1230
ENSG00000063046.18	ENST00000262056.14	EIF4B	3856	29-1864
ENSG00000111077.18	ENST00000314276.7	TNS2	4944	196-4455
ENSG00000167778.9	ENST00000301463.9	SPRYD3	2902	58-1386
ENSG00000167779.9	ENST00000548547.5	IGFBP6	1177	283-999
ENSG00000167780.12	ENST00000301466.8	SOAT2	2073	93-1661
ENSG00000139631.18	ENST00000267085.8	CSAD	2645	235-1797
ENSG00000139651.11	ENST00000416904.5	ZNF740	8557	424-1005
ENSG00000139626.16	ENST00000267082.10	ITGB7	2806	177-2573
ENSG00000172819.17	ENST00000425354.7	RARG	2917	446-1810
ENSG00000283536.2	ENST00000635789.1	AC021072.1	835	35-553
ENSG00000182544.9	ENST00000534842.1	MFSD5	2038	148-1821
ENSG00000135476.12	ENST00000552671.5	ESPL1	6665	58-207
ENSG00000123349.14	ENST00000551018.5	PFDN5	847	278-742
ENSG00000139637.14	ENST00000267103.10	MYG1	1202	44-1174
ENSG00000094914.14	ENST00000547757.2	AAAS	2292	1337-1720
ENSG00000170374.6	ENST00000536324.4	SP7	3123	257-1552
ENSG00000185591.10	ENST00000327443.9	SP1	7680	117-2474
ENSG00000135409.11	ENST00000257863.9	AMHR2	2001	81-1802
ENSG00000205352.11	ENST00000429243.7	PRR13	1105	80-526
ENSG00000197111.16	ENST00000546463.6	PCBP2	3159	351-1439
ENSG00000139625.13	ENST00000267079.6	MAP3K12	4319	227-2806
ENSG00000139546.11	ENST00000550147.5	TARBP2	1855	489-830
ENSG00000267281.2	ENST00000591834.1	ATF7-NPFF	1609	51-1442
ENSG00000139574.8	ENST00000267017.3	NPFF	592	165-506
ENSG00000170653.19	ENST00000420353.7	ATF7	6660	126-1577
ENSG00000135390.21	ENST00000552242.5	ATP5MC2	1950	1382-1807
ENSG00000012822.16	ENST00000262059.8	CALCOCO1	5866	367-2439
ENSG00000123364.5	ENST00000243056.5	HOXC13	2357	77-1069
ENSG00000123407.4	ENST00000243103.4	HOXC12	3266	28-876
ENSG00000123388.4	ENST00000546378.1	HOXC11	3261	117-1031
ENSG00000180818.5	ENST00000303460.5	HOXC10	1976	115-1143
ENSG00000273049.1	ENST00000513209.1	AC012531.3	777	1-381
ENSG00000197757.8	ENST00000394331.3	HOXC6	2943	1711-2172
ENSG00000180806.5	ENST00000508190.1	HOXC9	1505	99-881
ENSG00000037965.6	ENST00000040584.6	HOXC8	2417	301-1029
ENSG00000198353.8	ENST00000430889.3	HOXC4	1708	89-883
ENSG00000172789.3	ENST00000312492.2	HOXC5	1805	271-939
ENSG00000123415.15	ENST00000505128.5	SMUG1	2607	124-504
ENSG00000094916.16	ENST00000209875.9	CBX5	11546	158-733
ENSG00000135486.18	ENST00000546500.5	HNRNPA1	4121	616-1578
ENSG00000123405.14	ENST00000540264.2	NFE2	1833	511-1632
ENSG00000111481.10	ENST00000262061.7	COPZ1	1890	34-567
ENSG00000139572.4	ENST00000551809.1	GPR84	2041	637-1827
ENSG00000161642.18	ENST00000546970.5	ZNF385A	2494	291-1391
ENSG00000161638.11	ENST00000293379.9	ITGA5	4250	69-3218
ENSG00000170627.11	ENST00000552397.5	GTSF1	1621	898-1401
ENSG00000123338.13	ENST00000293373.11	NCKAP1L	8980	39-3422
ENSG00000123360.12	ENST00000243052.8	PDE1B	3193	186-1796
ENSG00000135447.17	ENST00000547431.5	PPP1R1A	2491	29-490
ENSG00000135413.9	ENST00000257867.5	LACRT	552	55-471
ENSG00000161634.12	ENST00000546807.5	DCD	773	191-424
ENSG00000172551.11	ENST00000308796.11	MUCL1	485	68-340
ENSG00000135426.16	ENST00000524622.5	TESPA1	4188	663-1814
ENSG00000123307.4	ENST00000242994.4	NEUROD4	3927	350-1345
ENSG00000170605.6	ENST00000641329.1	OR9K2	3120	205-1146
ENSG00000179919.3	ENST00000326258.1	OR10A7	951	1-951
ENSG00000197706.3	ENST00000343870.4	OR6C74	1105	91-1029
ENSG00000188324.4	ENST00000358433.3	OR6C6	1521	277-1221
ENSG00000205330.4	ENST00000642104.1	OR6C1	2055	291-1229
ENSG00000205329.2	ENST00000641364.1	OR6C3	1341	355-1290
ENSG00000187857.4	ENST00000641576.1	OR6C75	4569	401-1339
ENSG00000205328.2	ENST00000379665.2	OR6C65	1076	100-1038
ENSG00000185821.3	ENST00000328314.3	OR6C76	939	1-939
ENSG00000179695.2	ENST00000641202.1	OR6C2	2105	972-1910
ENSG00000184954.4	ENST00000327335.4	OR6C70	939	1-939
ENSG00000205327.3	ENST00000548615.1	OR6C68	939	1-939
ENSG00000179626.4	ENST00000641569.1	OR6C4	5141	536-1465
ENSG00000179615.2	ENST00000641114.1	OR2AP1	1548	351-1280
ENSG00000175398.2	ENST00000309675.2	OR10P1	995	33-974
ENSG00000170439.7	ENST00000614691.1	METTL7B	1368	78-908
ENSG00000135424.18	ENST00000553804.6	ITGA7	4138	223-3648
ENSG00000258311.5	ENST00000550412.5	AC009779.3	3382	17-385
ENSG00000135441.7	ENST00000549147.1	BLOC1S1	1229	15-443
ENSG00000135437.10	ENST00000257895.10	RDH5	1274	158-1114
ENSG00000135404.12	ENST00000549117.5	CD63	1233	438-1154
ENSG00000135414.10	ENST00000257868.10	GDF11	8801	196-1419
ENSG00000205323.9	ENST00000546604.5	SARNP	1163	24-656
ENSG00000257390.5	ENST00000546837.5	AC023055.1	1807	1-1570
ENSG00000123353.10	ENST00000243045.10	ORMDL2	2019	74-535
ENSG00000135392.17	ENST00000357606.7	DNAJC14	3416	291-2399
ENSG00000123342.16	ENST00000548882.5	MMP19	3840	120-365
ENSG00000170473.17	ENST00000408946.7	PYM1	1207	134-748
ENSG00000065357.20	ENST00000394147.5	DGKA	2770	310-2517
ENSG00000185664.14	ENST00000548747.5	PMEL	2757	664-2649
ENSG00000123374.11	ENST00000555408.5	CDK2	2598	210-329
ENSG00000111540.16	ENST00000360299.10	RAB5B	5273	155-802
ENSG00000139531.13	ENST00000394109.7	SUOX	2860	725-2362
ENSG00000123411.15	ENST00000547167.6	IKZF4	5313	452-2209
ENSG00000197728.11	ENST00000356464.10	RPS26	1272	403-750
ENSG00000065361.16	ENST00000267101.8	ERBB3	5615	137-4165
ENSG00000257411.2	ENST00000548861.2	AC034102.2	489	1-489
ENSG00000170515.14	ENST00000303305.11	PA2G4	2386	180-1364
ENSG00000229117.9	ENST00000546591.6	RPL41	676	156-233
ENSG00000139641.13	ENST00000394048.10	ESYT1	4180	54-3368
ENSG00000135482.7	ENST00000257940.7	ZC3H10	7121	170-1474
ENSG00000196465.10	ENST00000553066.5	MYL6B	1305	423-1049
ENSG00000092841.19	ENST00000551589.5	MYL6	1438	34-471
ENSG00000139613.12	ENST00000550164.6	SMARCC2	5090	23-3760
ENSG00000181852.18	ENST00000345093.9	RNF41	5593	372-1325
ENSG00000139579.13	ENST00000380198.6	NABP2	1775	499-1134
ENSG00000139540.12	ENST00000266980.8	SLC39A5	2031	294-1916
ENSG00000139645.10	ENST00000267116.8	ANKRD52	8681	116-3346
ENSG00000135469.13	ENST00000308197.9	COQ10A	1652	262-1005
